applicant_id,post_tax_annual_income,total_monthly_expenses,monthly_emi_amount,other_debts
845510,2678937.6,15241,34358,87413
845515,1588406.4000000001,19713,9352,33052
321228,1275945.6,22811,28142,13331
583379,1984329.6,27398,47712,65898
845524,1395878.4000000001,16380,14712,21403
583380,1370342.4000000001,17052,29801,42117
583383,626352.0,1287,685,6767
321242,288960.0,43635,3181,7055
583398,914611.2000000001,29462,12389,24909
321259,2736441.6,17557,19086,17873
845550,1594588.8,15521,25337,26775
321266,2127763.2,39732,6622,63795
583412,1201334.4000000001,44188,23058,28209
321268,2581824.0,29034,37628,106804
583414,2280115.2,27622,51900,64940
583417,1827331.2000000002,23045,14637,43667
321274,1582272.0,14698,23722,40990
321277,520204.80000000005,15166,5117,706
321278,2634758.4000000004,44457,26128,30677
583425,2779555.2,46998,35242,77588
845571,1961568.0,49561,36346,71114
321284,1489372.8,42088,9387,56190
845573,341961.60000000003,20561,6389,13467
583429,2717721.6,4478,19880,50307
583431,2232902.4,9577,10410,67874
583433,1062182.4000000001,,6168,9674
583436,1624512.0,38505,12220,25442
583437,288729.60000000003,33393,1387,6096
845582,2526508.8000000003,19237,10543,62140
321295,1726358.4000000001,20950,21150,37197
583443,817228.8,47204,9740,25972
583444,1356528.0,22804,11547,10137
845591,2447510.4,33293,29393,52981
321307,1376534.4000000001,41700,24598,25246
845600,514992.0,14842,852,10457
583456,2469916.8000000003,7329,44480,20384
583457,565968.0,39846,7926,7502
583459,205929.6,12059,1652,5180
321318,222144.0,43078,1077,5924
583465,2597212.8000000003,18653,22331,64253
321322,1195382.4000000001,34889,18269,36551
583467,2873625.6,3124,20179,36882
845616,957504.0,48051,9961,36393
321342,419884.80000000005,27117,4307,6495
321343,2407641.6,25176,41791,1663
845633,2863689.6,,5275,115199
845636,411926.4,24283,8724,13048
321349,218054.40000000002,6907,3925,103
583493,1844640.0,27245,8176,74588
845639,2355225.6,49771,6056,35224
321350,2710915.2,6543,26895,68724
321352,1464105.6,24883,2481,37384
845642,1930886.4000000001,,14840,65379
845643,1448524.8,14938,4258,7039
845644,1319068.8,27492,29672,29208
321375,1370793.6,49337,28537,39771
583521,2760969.6,22862,31569,45385
845670,2498572.8000000003,32900,60456,80295
321385,1290307.2000000002,28806,12559,749
583530,368428.80000000005,1622,3830,4108
583531,1964668.8,26631,16872,1369
321393,2357040.0,49778,5968,64735
583539,1674307.2000000002,22126,26732,26229
583542,860611.2000000001,43848,13195,2116
845686,2107113.6,1932,46657,47884
845691,2766931.2,19179,370,110917
583550,47376.0,38459,1021,1963
845696,715939.2000000001,26930,14102,17239
321408,547920.0,13994,12435,16741
321416,1829683.2000000002,47879,27539,53836
321418,339264.0,22159,2077,11071
583573,1996214.4000000001,30279,46427,56965
321432,2800636.8000000003,43056,19073,421
845721,2227795.2,42231,7613,41386
583578,2716646.4000000004,38380,15177,70947
845722,1604563.2000000002,30990,6801,21477
321438,542169.6,2288,1593,10595
321440,821174.4,11304,13054,1951
583590,2167555.2,36656,6126,34807
845742,1307356.8,6301,4078,15868
583599,1051968.0,38333,12271,7468
321456,1033363.2000000001,41391,498,13279
321461,412934.4,5198,7506,14342
321462,1714108.8,,35312,25345
845750,206764.80000000002,7675,4389,2072
583616,1433923.2000000002,41720,35314,29391
845761,1905369.6,35593,22708,27626
845763,231072.0,36664,2012,7140
845765,2180707.2,,26461,23941
583624,327187.2,4314,6525,2620
321484,1087833.6,35573,5618,37710
583632,2736816.0,15238,36038,72695
845779,2766864.0,37188,39870,111011
321493,140601.6,15321,1538,2855
845785,1523664.0,5826,13225,13227
845790,340032.0,,1330,955
845796,2615520.0,32316,31577,74137
583653,1709913.6,14745,25986,3403
845798,2719161.6,36710,2180,34064
321513,2709744.0,4339,48403,99756
583661,2684755.2,31986,21892,43195
583662,2228976.0,39089,51726,88808
583663,1789401.6,,22665,18250
845811,299596.8,40618,3965,10700
583669,245088.0,,3106,9168
583674,1925500.8,33280,17959,31813
845823,2041881.6,18613,26867,43955
845824,2200819.2,,50301,60392
845828,1837305.6,28488,39026,13361
321550,669820.8,48632,5738,6764
583697,2136432.0,6848,48071,50348
321553,1783113.6,14190,43518,52921
583699,349401.60000000003,11271,2366,5959
845846,58060.8,13558,1067,960
321561,758035.2000000001,13922,9713,2112
321573,1790688.0,9461,29551,2138
321577,1998806.4000000001,40489,39784,67571
583721,568723.2000000001,40480,10232,847
583724,1983801.6,20650,191,19766
583729,1366425.6,42214,18972,45067
583735,2414246.4,,14854,68326
321592,2149142.4,4703,2594,8268
583740,2717568.0,1503,14761,31191
845885,1325904.0,15606,14331,23693
845886,2013686.4000000001,9002,19547,7475
583743,726048.0,7846,17082,20466
583742,2152656.0,16267,8568,32588
321602,873091.2000000001,18164,20668,10738
845890,222355.2,8559,1794,4143
845893,928675.2000000001,16147,19922,23255
321605,754732.8,48949,7321,29946
583749,1978771.2000000002,28879,43740,9904
321610,1556476.8,12263,31125,46149
583755,1987056.0,9759,34256,37636
583756,520550.4,7479,1114,14893
845901,999888.0,41340,2282,31759
321624,258652.80000000002,30571,1699,598
583773,71664.0,9337,1637,1650
583775,626457.6,12612,6644,8990
583780,122716.8,36730,2460,3550
845926,720768.0,42957,2977,24220
583782,2178816.0,1232,44669,21123
583784,955449.6000000001,30960,13618,27102
845937,1968662.4000000001,31095,7231,9829
845943,487632.0,27000,2361,15332
583803,1844131.2000000002,,9201,44712
845949,656736.0,28132,219,18800
321661,1857801.6,,39938,22662
321663,587107.2000000001,27100,9664,13511
321665,1222579.2,8012,2690,44661
583812,922675.2000000001,21760,17179,24684
845957,488160.0,47032,2722,5911
583816,640281.6000000001,7339,8165,15377
321675,1095888.0,,16306,23518
321682,2306726.4,38003,29820,88277
845970,2827747.2,,45426,17403
321684,279484.8,6678,4082,8099
321685,1819440.0,10742,16195,65986
321691,1611456.0,14111,24820,329
583844,1967616.0,34082,13422,33305
583846,38198.4,21779,301,1547
583858,2705078.4000000004,44772,67212,48055
846004,1939593.6,40319,25740,63929
321716,1630156.8,43127,12535,23571
583866,644678.4,19286,1657,3082
583867,680534.4,11718,10529,10346
846010,504595.2,14986,4553,2789
846015,759206.4,37774,5361,17317
583874,1802006.4000000001,27065,1177,41664
321731,2063366.4000000001,46415,9006,696
583879,2834544.0,40857,29117,101376
321737,2288822.4,45694,12896,29676
846026,1753872.0,3358,2838,10647
583883,633811.2000000001,10242,12145,17947
321740,2230656.0,37031,30617,33551
583884,1658812.8,7174,1046,9665
846030,2222428.8000000003,25885,22888,14187
583885,1837238.4000000001,,30920,62634
321745,1159468.8,34074,23933,45048
321746,1771046.4000000001,38602,26812,20328
321747,1498675.2000000002,49181,27437,12777
583891,381734.4,26657,6976,13463
583897,1347993.6,48133,10783,25778
583901,2457427.2,,22835,77420
321759,1811971.2000000002,30795,4739,47236
846049,2725622.4000000004,45924,59521,45405
321767,1044681.6000000001,19814,7633,42789
321774,791318.4,5915,13841,31775
846062,2715148.8000000003,32690,49547,91723
583920,2053334.4000000001,6045,29169,48333
846066,72672.0,8792,1557,3012
321785,2868700.8000000003,16501,25320,17016
846073,1617772.8,31785,21400,25407
583934,1408694.4000000001,,28113,8856
321795,1697347.2000000002,2381,19261,4533
321797,2268537.6,44118,8803,71834
583941,274531.2,49135,5093,3426
846090,293568.0,38570,2482,3524
321808,927840.0,48540,4968,30726
846103,1516089.6,15348,2436,57328
321816,698774.4,2688,13151,4730
583961,205728.0,37079,1410,2716
583960,299251.2,39623,4875,7121
583966,1384310.4000000001,21313,22831,20318
846111,2299776.0,22924,25424,12255
846112,1009497.6000000001,18507,23664,37666
321822,1506230.4000000001,29405,6634,47484
583972,1922563.2000000002,2791,907,68737
583973,783206.4,6479,15491,30700
583975,2642841.6,15403,59513,49943
583978,1490918.4000000001,,13000,52935
846131,1239225.6,46026,4311,22421
846133,1815571.2000000002,,36466,40628
583992,1630675.2000000002,11249,36079,46675
583993,469756.80000000005,20192,3590,2368
321864,1923014.4000000001,7149,8611,68331
584011,1910640.0,20837,22144,3893
846156,2598345.6,15688,64292,75152
321875,715296.0,47022,13015,6594
846167,750374.4,12773,6946,962
321884,1802342.4000000001,33104,24885,1759
584028,2764905.6,10665,66164,53910
584031,2658662.4000000004,30614,32385,59869
321887,2867884.8000000003,23242,68624,11545
846177,2112038.4,35320,11527,15225
846183,2630419.2,21806,2119,19814
584046,2475964.8000000003,8595,18463,76064
584048,2722387.2,30959,29129,96702
584051,305980.8,13680,3939,1637
584053,1650739.2000000002,35698,351,39765
321910,835104.0,33905,9801,8019
584061,906595.2000000001,8871,6384,33063
584068,1032192.0,32849,24540,39672
846213,2286355.2,33056,24690,65682
321927,1450569.6,42351,27167,6075
321929,1683897.6,,11318,654
321932,2592489.6,41783,24340,99547
846224,2104684.8000000003,49250,3680,20418
584081,1954003.2000000002,17844,40814,22719
321942,1338537.6,18659,22105,13553
584087,1440624.0,3814,34261,21424
846233,1146816.0,23463,4246,7268
846234,1286601.6,45837,10108,45825
584091,465024.0,41778,2890,5255
321945,2189328.0,23417,35449,50322
846237,2064096.0,6706,30608,35477
584100,1548211.2000000002,21989,34641,9463
584102,684681.6000000001,46002,14354,19030
846248,2207078.4,21446,13291,26839
321968,269241.60000000003,13924,3417,432
321972,956908.8,600,13857,32832
584116,1850544.0,41596,34982,63832
321976,1590883.2000000002,15841,2091,31643
846269,335808.0,34080,7297,10612
846272,530793.6,,7145,6282
321985,2411798.4,41061,38058,4689
584135,2400000.0,11576,59772,26252
584141,959961.6000000001,34498,4078,29612
846286,2850854.4000000004,,70248,11040
321998,85420.8,7994,265,805
584146,407136.0,8941,6012,13554
322003,2002204.8,44637,22963,46455
846294,1339296.0,42116,21122,30947
322010,2651347.2,10024,23113,71736
322012,2109292.8000000003,30516,20952,28547
584160,1139587.2,,23761,3448
584161,223574.40000000002,41143,3649,4908
584162,1431868.8,7773,34331,16443
584163,2622710.4000000004,28649,4167,26223
584167,1834963.2000000002,39043,10327,22377
322023,2196710.4,44543,25373,74381
584169,51532.8,5148,236,1635
846316,1396934.4000000001,32574,33037,2198
322030,2030841.6,7356,46416,84170
846320,1567948.8,611,32941,31934
846321,2743958.4000000004,30241,15,60366
322037,2661148.8000000003,,25859,2206
584181,2347612.8000000003,8815,1216,91328
584184,2800396.8000000003,23283,9581,55027
322052,110697.6,36438,652,1243
846345,1603017.6,,22237,11877
584202,159676.80000000002,8665,24,923
846347,2395296.0,34709,4284,70664
584204,1619587.2000000002,34951,23363,22192
846346,544377.6,24479,8566,5799
322057,549244.8,11962,2025,22136
584209,2417529.6,39749,19148,70080
584214,379680.0,8928,8372,9564
846360,2072755.2000000002,14164,47461,85468
584222,2014444.8,30179,7204,37069
322079,2701161.6,47849,27933,36205
322081,1047849.6000000001,,8656,18763
584234,1122067.2,20568,1193,3944
322092,35836.8,,737,964
846384,2472921.6,6653,6708,91954
846385,1012694.4,39921,6145,20218
846393,790262.4,5612,3820,24040
322105,167088.0,25732,59,5228
584251,263635.2,12480,5916,5792
584253,89020.8,4934,2149,2092
846402,842544.0,28837,17306,8537
322114,809126.4,9833,10282,8761
846408,888470.4,44273,8755,21838
322124,686620.8,12043,1518,4251
584270,1566067.2000000002,1453,9103,51469
322130,2789548.8000000003,43738,22440,57554
846425,444758.4,39969,8224,2318
846426,640905.6000000001,4847,9682,13719
322138,975388.8,12252,23266,3896
584284,2807769.6,2071,66196,34110
846431,566486.4,4935,453,14344
322151,340694.4,4194,3065,10910
846450,1034649.6000000001,,10938,30890
322162,1538822.4000000001,31729,27012,3354
584309,2726678.4000000004,7742,56112,30824
584310,907862.4,11787,8123,33300
322172,233337.6,13323,2770,6374
846466,38016.0,25583,449,1047
584324,1411478.4000000001,1850,22015,43872
322180,398409.60000000003,44647,8642,2560
584328,1786992.0,,26563,20086
584329,590064.0,34469,4780,7469
846474,2824080.0,47115,14136,88101
584332,332352.0,29888,4943,1202
322194,1071532.8,18794,2528,4363
584340,1791590.4000000001,1491,24815,7522
846485,1305360.0,23815,2504,19481
584341,2502086.4,6755,60737,102306
584343,2352902.4,21740,41315,17661
846487,1121529.6,10902,10406,6677
322201,1092643.2,26625,276,39135
584346,280550.4,7752,1820,1426
322202,1839561.6,13180,28419,75409
584349,1991049.6,29714,27683,2907
846493,2426812.8000000003,,57449,40848
584352,74889.6,7783,985,2812
322210,535392.0,37238,5319,5872
322221,403468.80000000005,19477,9157,11125
322224,1921084.8,40643,47346,23606
584378,1815840.0,11522,22036,29541
322238,2701017.6,23599,26542,28735
322240,1151366.4000000001,18468,24618,9610
846534,1750137.6,27721,35194,51380
322246,1332710.4000000001,27468,22478,4240
322250,2715235.2,33232,35675,22486
846540,328531.2,35363,6505,13464
846543,1462464.0,34348,4732,53762
846547,511401.60000000003,,9274,4124
322264,2406883.2,21779,44617,21257
846552,143798.4,1398,2546,16
584411,2513491.2,10958,60552,33484
584416,2538739.2,49035,36086,79966
846560,2699289.6,33948,58194,753
584418,722995.2000000001,13724,6535,3245
846563,1106544.0,29835,27110,14964
322276,481843.2,28208,3825,2126
322277,1348003.2000000002,45791,4613,43955
322278,1686902.4000000001,16671,22011,20866
846568,1852771.2000000002,14984,43586,40683
846573,769180.8,995,6085,3281
584435,635740.8,37119,2746,8656
322293,2239478.4,26003,19942,89297
322296,1417267.2000000002,32787,9994,30697
322298,362342.4,26013,8778,13809
322301,1024003.2000000001,2655,15454,7416
846591,974476.8,46172,17413,26064
846592,495360.0,2463,17,19381
322303,1338662.4000000001,38762,4809,2280
322309,548668.8,643,4682,21140
584453,2165116.8000000003,47196,10988,3946
846599,1571212.8,10778,27041,48267
846601,2792601.6,21296,18056,69152
322313,945456.0,,12404,3271
584461,1863993.6,8663,18494,6946
584463,596899.2000000001,32606,4773,20404
322319,1121808.0,9668,18977,10130
846607,433478.4,46033,7680,9804
846614,1281014.4000000001,20295,30006,18640
322343,715459.2000000001,28691,14115,16643
322346,255840.0,11634,2475,6542
846635,1406208.0,47960,4643,45719
584491,1341494.4000000001,14906,12369,23330
322349,2004144.0,20786,21147,29158
322350,2382192.0,,23668,7734
584494,497808.0,36202,8184,13266
846646,2712259.2,3279,29073,32906
322369,1228108.8,32169,11936,32956
322370,1083427.2,10559,5766,5281
584514,2870016.0,13608,11242,53022
322376,2360284.8000000003,44650,5695,27442
584525,2749843.2,15032,9009,84754
846672,1611523.2000000002,40517,10515,53748
846673,707212.8,15911,14668,7588
584534,2458310.4,33235,14290,96050
584536,918441.6000000001,4274,22246,1927
322392,2548780.8000000003,3787,26274,95569
322393,639264.0,14027,12346,8741
846685,558537.6,34655,4712,9752
322398,1779955.2000000002,7148,5699,47334
846691,365107.2,24243,8148,12093
846693,1577414.4000000001,38726,19662,33160
584550,1181212.8,7496,27922,27853
584552,1863331.2000000002,22904,31699,70942
322410,704092.8,,8115,9810
846700,1438732.8,14822,30927,37991
322414,1927536.0,43966,39838,55751
584560,2270352.0,14027,13003,84523
584561,1296624.0,15740,23962,19322
584566,59318.4,,164,2387
322422,1555881.6,39250,16055,63078
322424,794016.0,43879,19430,20003
322423,2094278.4000000001,,6577,45131
322426,595756.8,,14376,18830
846715,1419648.0,539,15884,7362
584572,673296.0,43131,6654,9381
584574,1379913.6,,10857,29695
846722,2390918.4,1091,32306,65202
846725,1796352.0,21227,6237,17481
322446,1236345.6,,17394,44975
584590,2099462.4,23860,19780,45279
584594,2422406.4,19261,38563,70153
584596,387820.80000000005,18758,5933,14846
846741,614448.0,18338,15172,23151
846747,2283849.6,39582,33483,81313
322460,2247052.8000000003,22074,10366,16304
584607,2859888.0,,19009,85596
846755,2086819.2000000002,18758,43509,37522
846757,1178400.0,28235,6689,20906
322471,1167705.6,2517,17859,13406
322473,194505.6,16338,3119,949
584622,558796.8,46337,6872,12352
322480,337382.4,41463,6939,12878
846768,2524339.2,45470,59896,8061
322481,269088.0,6129,433,9102
322483,2467804.8000000003,714,10764,10245
322484,267312.0,40720,970,5649
846774,191385.6,11687,4143,1673
846779,314025.60000000003,26217,717,10258
322491,1816540.8,32717,14002,34791
846782,595046.4,13750,1864,13407
846786,552364.8,1129,8522,7647
322501,1210752.0,40771,25101,16345
322503,820588.8,6444,17281,26657
584647,1826025.6,8927,21905,68685
846794,2737200.0,28509,361,20264
584654,2496748.8000000003,31358,59731,102510
846800,2224713.6,17756,54160,40217
846804,1963267.2000000002,45417,2324,69367
846809,1330348.8,41451,16626,34773
846810,958243.2000000001,16817,20997,36982
322522,1465862.4000000001,41847,29737,57833
846812,2797132.8000000003,44806,15943,25702
846811,1231094.4000000001,37067,28084,25677
846817,1226198.4000000001,5694,25114,383
846823,2036246.4000000001,19131,21480,26417
846826,711964.8,6950,2540,10633
846829,1591353.6,42313,17621,36286
322543,1855305.6,30915,29390,66211
846834,2307206.4,13204,45856,94149
584695,1711382.4000000001,10026,35401,34429
846840,1417718.4000000001,43946,29474,24150
584707,1103721.6,6935,1373,9955
322566,941116.8,45513,5968,31562
846856,852979.2000000001,31129,989,873
584718,2706921.6,20032,6990,96769
846863,150009.6,3378,192,253
322578,1500297.6,28178,1450,25556
322580,697516.8,,16977,12462
322581,485798.4,13061,7998,12418
322582,683424.0,24513,2352,11598
322585,174864.0,36394,2227,6425
584731,480144.0,4987,8907,8893
846876,2230569.6,,34134,39329
846875,2845286.4000000004,774,19430,9121
322591,2161670.4,35454,46705,74294
584741,1480963.2000000002,22925,25516,18391
846886,2197564.8000000003,17417,10758,45466
584743,821241.6000000001,,10657,11353
322601,877094.4,18074,9217,28839
322602,2863190.4000000004,34583,55092,102000
584749,2704608.0,4988,45799,86261
584751,2786534.4000000004,38188,7681,72431
